,Accession,Genotype,Segment,Length,Collection_Date,season,Latent
1131,MN245931,H1N1,8,838,2019-05-31,2018/19,"[3.8436598777770996, 19.600080490112305]"
1132,MN245930,H1N1,5,1497,2019-05-31,2018/19,"[32.99633026123047, 34.29086685180664]"
1133,MN245929,H1N1,6,1410,2019-05-31,2018/19,"[16.018604278564453, 20.01058578491211]"
1134,MN245928,H1N1,7,982,2019-05-31,2018/19,"[-1.0602084398269653, 26.431739807128906]"
1135,MN245927,H1N1,4,1701,2019-05-31,2018/19,"[62.41657257080078, 38.51229476928711]"
1136,MN169431,H3N2,1,2280,2019-03-15,2018/19,"[21.124765396118164, -12.07385540008545]"
1137,MN169430,H3N2,2,2274,2019-03-15,2018/19,"[63.71602249145508, 11.744359970092773]"
1138,MN169429,H3N2,3,2151,2019-03-15,2018/19,"[87.67996978759766, 33.5076789855957]"
1139,MN169428,H3N2,8,838,2019-03-15,2018/19,"[6.593635559082031, 18.594533920288086]"
1140,MN169427,H3N2,5,1497,2019-03-15,2018/19,"[41.943111419677734, 37.09518051147461]"
1141,MN169426,H3N2,6,1410,2019-03-15,2018/19,"[10.43674087524414, 9.395657539367676]"
1142,MN169425,H3N2,7,982,2019-03-15,2018/19,"[-5.120234966278076, 19.775405883789062]"
1143,MN169424,H3N2,4,1701,2019-03-15,2018/19,"[37.85270309448242, 17.783798217773438]"
1144,MN154248,H3N2,1,2280,2019-04-24,2018/19,"[21.130043029785156, -12.055583953857422]"
1145,MN154247,H3N2,2,2274,2019-04-24,2018/19,"[63.572479248046875, 11.686614990234375]"
1146,MN154246,H3N2,3,2151,2019-04-24,2018/19,"[89.06182098388672, 34.001625061035156]"
1147,MN154245,H3N2,8,838,2019-04-24,2018/19,"[3.868591547012329, 19.58374786376953]"
1148,MN154244,H3N2,5,1497,2019-04-24,2018/19,"[42.16808319091797, 37.28675842285156]"
1149,MN154243,H3N2,6,1410,2019-04-24,2018/19,"[10.352723121643066, 9.28116512298584]"
1150,MN154242,H3N2,7,982,2019-04-24,2018/19,"[-5.120439529418945, 19.561460494995117]"
1151,MN154241,H3N2,4,1701,2019-04-24,2018/19,"[37.78066635131836, 17.19869041442871]"
1152,MN081113,H3N2,1,2280,2019-04-22,2018/19,"[21.22827911376953, -12.088397979736328]"
1153,MN081112,H3N2,2,2274,2019-04-22,2018/19,"[64.73848724365234, 12.039091110229492]"
1154,MN081111,H3N2,3,2151,2019-04-22,2018/19,"[88.26533508300781, 33.724266052246094]"
1155,MN081110,H3N2,8,838,2019-04-22,2018/19,"[6.673687934875488, 18.653169631958008]"
1156,MN081109,H3N2,5,1497,2019-04-22,2018/19,"[42.151611328125, 37.33369827270508]"
1157,MN081108,H3N2,6,1410,2019-04-22,2018/19,"[10.384244918823242, 9.296010971069336]"
1158,MN081107,H3N2,7,982,2019-04-22,2018/19,"[-5.1376953125, 19.720335006713867]"
1159,MN081106,H3N2,4,1701,2019-04-22,2018/19,"[38.077152252197266, 17.829160690307617]"
1160,MN081105,H1N1,1,2280,2019-04-22,2018/19,"[31.352750778198242, -12.70579719543457]"
1161,MN081104,H1N1,2,2274,2019-04-22,2018/19,"[83.1156005859375, 19.3466796875]"
1162,MN081103,H1N1,3,2151,2019-04-22,2018/19,"[91.15665435791016, 27.827117919921875]"
1163,MN081102,H1N1,8,838,2019-04-22,2018/19,"[3.868591547012329, 19.58374786376953]"
1164,MN081101,H1N1,5,1497,2019-04-22,2018/19,"[32.68086624145508, 34.17393112182617]"
1165,MN081100,H1N1,6,1410,2019-04-22,2018/19,"[15.563634872436523, 19.73234748840332]"
1166,MN081099,H1N1,7,982,2019-04-22,2018/19,"[-1.2781953811645508, 26.092540740966797]"
1167,MN081098,H1N1,4,1701,2019-04-22,2018/19,"[61.82970428466797, 38.197784423828125]"
1168,MN081097,H3N2,1,2280,2019-04-18,2018/19,"[21.22827911376953, -12.088397979736328]"
1169,MN081096,H3N2,2,2274,2019-04-18,2018/19,"[64.73848724365234, 12.039091110229492]"
1170,MN081095,H3N2,3,2151,2019-04-18,2018/19,"[88.26533508300781, 33.724266052246094]"
1171,MN081094,H3N2,8,838,2019-04-18,2018/19,"[6.673687934875488, 18.653169631958008]"
1172,MN081093,H3N2,5,1497,2019-04-18,2018/19,"[42.151611328125, 37.33369827270508]"
1173,MN081092,H3N2,6,1410,2019-04-18,2018/19,"[10.384244918823242, 9.296010971069336]"
1174,MN081091,H3N2,7,982,2019-04-18,2018/19,"[-5.1376953125, 19.720335006713867]"
1175,MN081090,H3N2,4,1701,2019-04-18,2018/19,"[37.92110824584961, 17.764013290405273]"
1176,MN081089,H3N2,1,2280,2019-04-16,2018/19,"[21.22827911376953, -12.088397979736328]"
1177,MN081088,H3N2,2,2274,2019-04-16,2018/19,"[64.73848724365234, 12.039091110229492]"
1178,MN081087,H3N2,3,2151,2019-04-16,2018/19,"[88.26533508300781, 33.724266052246094]"
1179,MN081086,H3N2,8,838,2019-04-16,2018/19,"[6.698070049285889, 18.691570281982422]"
1180,MN081085,H3N2,5,1497,2019-04-16,2018/19,"[42.151611328125, 37.33369827270508]"
1181,MN081084,H3N2,6,1410,2019-04-16,2018/19,"[10.384244918823242, 9.296010971069336]"
1182,MN081083,H3N2,7,982,2019-04-16,2018/19,"[-5.1376953125, 19.720335006713867]"
1183,MN081082,H3N2,4,1701,2019-04-16,2018/19,"[37.92110824584961, 17.764013290405273]"
1184,MN078522,H3N2,1,2280,2019-04-16,2018/19,"[21.165903091430664, -12.077950477600098]"
1185,MN078521,H3N2,2,2274,2019-04-16,2018/19,"[64.85347747802734, 12.114702224731445]"
1186,MN078520,H3N2,3,2151,2019-04-16,2018/19,"[87.97943878173828, 33.63311004638672]"
1187,MN078519,H3N2,8,838,2019-04-16,2018/19,"[6.547867298126221, 18.58208465576172]"
1188,MN078518,H3N2,5,1497,2019-04-16,2018/19,"[42.16972732543945, 37.27851486206055]"
1189,MN078517,H3N2,6,1410,2019-04-16,2018/19,"[10.447704315185547, 9.408001899719238]"
1190,MN078516,H3N2,7,982,2019-04-16,2018/19,"[-5.134325981140137, 19.74785614013672]"
1191,MN078515,H3N2,4,1701,2019-04-16,2018/19,"[37.84245300292969, 17.691425323486328]"
1192,MN078514,H3N2,1,2280,2019-04-11,2018/19,"[21.284435272216797, -12.134583473205566]"
1193,MN078513,H3N2,2,2274,2019-04-11,2018/19,"[63.46396255493164, 11.667763710021973]"
1194,MN078512,H3N2,3,2151,2019-04-11,2018/19,"[89.2358627319336, 34.16352844238281]"
1195,MN078511,H3N2,8,838,2019-04-11,2018/19,"[6.599252223968506, 18.374141693115234]"
1196,MN078510,H3N2,5,1497,2019-04-11,2018/19,"[42.2191162109375, 37.31378936767578]"
1197,MN078509,H3N2,6,1410,2019-04-11,2018/19,"[10.352723121643066, 9.28116512298584]"
1198,MN078508,H3N2,7,982,2019-04-11,2018/19,"[-5.161543846130371, 19.445280075073242]"
1199,MN078507,H3N2,4,1701,2019-04-11,2018/19,"[37.94179916381836, 17.28508758544922]"
1200,MN078506,H3N2,1,2280,2019-04-10,2018/19,"[31.221616744995117, -12.725914001464844]"
1201,MN078505,H3N2,2,2274,2019-04-10,2018/19,"[63.20423126220703, 11.5831937789917]"
1202,MN078504,H3N2,3,2151,2019-04-10,2018/19,"[89.1275863647461, 34.034603118896484]"
1203,MN078503,H3N2,8,838,2019-04-10,2018/19,"[6.4903082847595215, 18.318880081176758]"
1204,MN078502,H3N2,5,1497,2019-04-10,2018/19,"[42.226863861083984, 37.2687873840332]"
1205,MN078501,H3N2,6,1410,2019-04-10,2018/19,"[10.250059127807617, 9.199204444885254]"
1206,MN078500,H3N2,7,982,2019-04-10,2018/19,"[-5.137346267700195, 19.584917068481445]"
1207,MN078499,H3N2,4,1701,2019-04-10,2018/19,"[37.82062911987305, 17.218629837036133]"
1208,MN074217,H1N1,1,2280,2019-04-03,2018/19,"[31.162389755249023, -12.728845596313477]"
1209,MN074216,H1N1,2,2274,2019-04-03,2018/19,"[83.22803497314453, 19.40334701538086]"
1210,MN074215,H1N1,3,2151,2019-04-03,2018/19,"[91.15665435791016, 27.827117919921875]"
1211,MN074214,H1N1,8,838,2019-04-03,2018/19,"[3.852375030517578, 19.58815574645996]"
1212,MN074213,H1N1,5,1497,2019-04-03,2018/19,"[32.68086624145508, 34.17393112182617]"
1213,MN074212,H1N1,6,1410,2019-04-03,2018/19,"[15.563634872436523, 19.73234748840332]"
1214,MN074211,H1N1,7,982,2019-04-03,2018/19,"[-1.2781953811645508, 26.092540740966797]"
1215,MN074210,H1N1,4,1701,2019-04-03,2018/19,"[61.82970428466797, 38.197784423828125]"
1216,MK960443,H3N2,1,2280,2019-04-01,2018/19,"[20.917098999023438, -12.0386323928833]"
1217,MK960442,H3N2,2,2274,2019-04-01,2018/19,"[63.25925064086914, 11.632994651794434]"
1218,MK960441,H3N2,3,2151,2019-04-01,2018/19,"[88.8872299194336, 33.97240447998047]"
1219,MK960440,H3N2,8,838,2019-04-01,2018/19,"[6.442426681518555, 18.211929321289062]"
1220,MK960439,H3N2,5,1497,2019-04-01,2018/19,"[42.22666931152344, 37.29499053955078]"
1221,MK960438,H3N2,6,1410,2019-04-01,2018/19,"[10.307682991027832, 9.257819175720215]"
1222,MK960437,H3N2,7,982,2019-04-01,2018/19,"[-5.137346267700195, 19.584917068481445]"
1223,MK960436,H3N2,4,1701,2019-04-01,2018/19,"[37.95845413208008, 17.3666934967041]"
1224,MK960435,H3N2,1,2280,2019-03-28,2018/19,"[21.22827911376953, -12.088397979736328]"
1225,MK960434,H3N2,2,2274,2019-03-28,2018/19,"[64.73848724365234, 12.039091110229492]"
1226,MK960433,H3N2,3,2151,2019-03-28,2018/19,"[88.29865264892578, 33.761837005615234]"
1227,MK960432,H3N2,8,838,2019-03-28,2018/19,"[6.673687934875488, 18.653169631958008]"
1228,MK960431,H3N2,5,1497,2019-03-28,2018/19,"[42.151611328125, 37.33369827270508]"
1229,MK960430,H3N2,6,1410,2019-03-28,2018/19,"[10.384244918823242, 9.296010971069336]"
1230,MK960429,H3N2,7,982,2019-03-28,2018/19,"[-5.1376953125, 19.720335006713867]"
1231,MK960428,H3N2,4,1701,2019-03-28,2018/19,"[37.907169342041016, 17.817880630493164]"
1232,MK960427,H3N2,1,2280,2019-03-26,2018/19,"[21.639007568359375, -12.151017189025879]"
1233,MK960426,H3N2,2,2274,2019-03-26,2018/19,"[64.73848724365234, 12.039091110229492]"
1234,MK960425,H3N2,3,2151,2019-03-26,2018/19,"[88.383056640625, 33.78245162963867]"
1235,MK960424,H3N2,8,838,2019-03-26,2018/19,"[6.673687934875488, 18.653169631958008]"
1236,MK960423,H3N2,5,1497,2019-03-26,2018/19,"[42.151611328125, 37.33369827270508]"
1237,MK960422,H3N2,6,1410,2019-03-26,2018/19,"[10.384244918823242, 9.296010971069336]"
1238,MK960421,H3N2,7,982,2019-03-26,2018/19,"[-5.1376953125, 19.720335006713867]"
1239,MK960420,H3N2,4,1701,2019-03-26,2018/19,"[37.907169342041016, 17.817880630493164]"
1240,MK927745,H3N2,1,2280,2019-02-09,2018/19,"[21.362762451171875, -12.181633949279785]"
1241,MK927744,H3N2,2,2274,2019-02-09,2018/19,"[63.53753662109375, 11.705296516418457]"
1242,MK927743,H3N2,3,2151,2019-02-09,2018/19,"[88.60853576660156, 33.938018798828125]"
1243,MK927742,H3N2,8,838,2019-02-09,2018/19,"[6.65250301361084, 18.535446166992188]"
1244,MK927741,H3N2,5,1497,2019-02-09,2018/19,"[42.96992874145508, 37.758827209472656]"
1245,MK927740,H3N2,6,1410,2019-02-09,2018/19,"[10.220169067382812, 9.27415943145752]"
1246,MK927739,H3N2,7,982,2019-02-09,2018/19,"[-5.235988140106201, 19.50254249572754]"
1247,MK927738,H3N2,4,1701,2019-02-09,2018/19,"[37.6580696105957, 17.29725456237793]"
1248,MK927737,H3N2,1,2280,2019-02-08,2018/19,"[21.362762451171875, -12.181633949279785]"
1249,MK927736,H3N2,2,2274,2019-02-08,2018/19,"[63.51545333862305, 11.677124977111816]"
1250,MK927735,H3N2,3,2151,2019-02-08,2018/19,"[88.60853576660156, 33.938018798828125]"
1251,MK927734,H3N2,8,838,2019-02-08,2018/19,"[6.65250301361084, 18.535446166992188]"
1252,MK927733,H3N2,5,1497,2019-02-08,2018/19,"[42.83599853515625, 37.699302673339844]"
1253,MK927732,H3N2,6,1410,2019-02-08,2018/19,"[10.13422966003418, 9.198286056518555]"
1254,MK927731,H3N2,7,982,2019-02-08,2018/19,"[-5.240639686584473, 19.460678100585938]"
1255,MK927730,H3N2,4,1701,2019-02-08,2018/19,"[37.7756462097168, 17.318239212036133]"
1256,MK927729,H3N2,1,2280,2019-02-06,2018/19,"[21.290908813476562, -12.159669876098633]"
1257,MK927728,H3N2,2,2274,2019-02-06,2018/19,"[63.40093994140625, 11.64732551574707]"
1258,MK927727,H3N2,3,2151,2019-02-06,2018/19,"[88.9366455078125, 33.996543884277344]"
1259,MK927726,H3N2,8,838,2019-02-06,2018/19,"[6.342536449432373, 18.313491821289062]"
1260,MK927725,H3N2,5,1497,2019-02-06,2018/19,"[42.1317253112793, 37.246238708496094]"
1261,MK927724,H3N2,6,1410,2019-02-06,2018/19,"[10.295906066894531, 9.235859870910645]"
1262,MK927723,H3N2,7,982,2019-02-06,2018/19,"[-5.120556831359863, 19.615488052368164]"
1263,MK927722,H3N2,4,1701,2019-02-06,2018/19,"[37.78120422363281, 17.215307235717773]"
1264,MK912605,H3N2,1,2280,2019-03-12,2018/19,"[21.165903091430664, -12.077950477600098]"
1265,MK912604,H3N2,2,2274,2019-03-12,2018/19,"[64.09406280517578, 11.873769760131836]"
1266,MK912603,H3N2,3,2151,2019-03-12,2018/19,"[87.75836944580078, 33.547088623046875]"
1267,MK912602,H3N2,8,838,2019-03-12,2018/19,"[6.5562639236450195, 18.491912841796875]"
1268,MK912601,H3N2,5,1497,2019-03-12,2018/19,"[41.92660140991211, 37.098480224609375]"
1269,MK912600,H3N2,6,1410,2019-03-12,2018/19,"[10.497735023498535, 9.456942558288574]"
1270,MK912599,H3N2,7,982,2019-03-12,2018/19,"[-5.120234966278076, 19.775405883789062]"
1271,MK912598,H3N2,4,1701,2019-03-12,2018/19,"[37.858116149902344, 17.794118881225586]"
1272,MK912597,H3N2,1,2280,2019-03-12,2018/19,"[21.103866577148438, -12.061062812805176]"
1273,MK912596,H3N2,2,2274,2019-03-12,2018/19,"[64.09406280517578, 11.873769760131836]"
1274,MK912595,H3N2,3,2151,2019-03-12,2018/19,"[87.63697814941406, 33.50439453125]"
1275,MK912594,H3N2,8,838,2019-03-12,2018/19,"[6.5562639236450195, 18.491912841796875]"
1276,MK912593,H3N2,5,1497,2019-03-12,2018/19,"[41.92660140991211, 37.098480224609375]"
1277,MK912592,H3N2,6,1410,2019-03-12,2018/19,"[10.497735023498535, 9.456942558288574]"
1278,MK912591,H3N2,7,982,2019-03-12,2018/19,"[-5.120234966278076, 19.775405883789062]"
1279,MK912590,H3N2,4,1701,2019-03-12,2018/19,"[37.858116149902344, 17.794118881225586]"
1280,MK912589,H3N2,1,2280,2019-02-28,2018/19,"[21.021177291870117, -12.080220222473145]"
1281,MK912588,H3N2,2,2274,2019-02-28,2018/19,"[63.39518737792969, 11.667818069458008]"
1282,MK912587,H3N2,3,2151,2019-02-28,2018/19,"[88.86742401123047, 33.9354248046875]"
1283,MK912586,H3N2,8,838,2019-02-28,2018/19,"[6.439278602600098, 18.222850799560547]"
1284,MK912585,H3N2,5,1497,2019-02-28,2018/19,"[42.25290298461914, 37.313018798828125]"
1285,MK912584,H3N2,6,1410,2019-02-28,2018/19,"[10.385802268981934, 9.297152519226074]"
1286,MK912583,H3N2,7,982,2019-02-28,2018/19,"[-5.137346267700195, 19.584917068481445]"
1287,MK912582,H3N2,4,1701,2019-02-28,2018/19,"[37.9029655456543, 17.298036575317383]"
1288,MK912581,H1N1,1,2280,2019-02-27,2018/19,"[31.309370040893555, -12.754684448242188]"
1289,MK912580,H1N1,2,2274,2019-02-27,2018/19,"[84.217041015625, 19.639751434326172]"
1290,MK912579,H1N1,3,2151,2019-02-27,2018/19,"[90.98858642578125, 27.803466796875]"
1291,MK912578,H1N1,8,838,2019-02-27,2018/19,"[3.846011161804199, 19.601415634155273]"
1292,MK912577,H1N1,5,1497,2019-02-27,2018/19,"[33.05850601196289, 34.330726623535156]"
1293,MK912576,H1N1,6,1410,2019-02-27,2018/19,"[15.644120216369629, 19.756105422973633]"
1294,MK912575,H1N1,7,982,2019-02-27,2018/19,"[-1.1679394245147705, 26.273006439208984]"
1295,MK912574,H1N1,4,1701,2019-02-27,2018/19,"[62.36284637451172, 38.4028205871582]"
1296,MK912573,H1N1,1,2280,2019-02-20,2018/19,"[31.472511291503906, -12.771652221679688]"
1297,MK912572,H1N1,2,2274,2019-02-20,2018/19,"[83.55951690673828, 19.38604164123535]"
1298,MK912571,H1N1,3,2151,2019-02-20,2018/19,"[90.72321319580078, 27.765357971191406]"
1299,MK912570,H1N1,8,838,2019-02-20,2018/19,"[3.8621015548706055, 19.705062866210938]"
1300,MK912569,H1N1,5,1497,2019-02-20,2018/19,"[32.881961822509766, 34.2479362487793]"
1301,MK912568,H1N1,6,1410,2019-02-20,2018/19,"[15.921359062194824, 19.973230361938477]"
1302,MK912567,H1N1,7,982,2019-02-20,2018/19,"[-1.1242655515670776, 26.319486618041992]"
1303,MK912566,H1N1,4,1701,2019-02-20,2018/19,"[61.743865966796875, 38.05683135986328]"
1304,MK869114,H3N2,1,2280,2019-01-30,2018/19,"[21.31765365600586, -12.148898124694824]"
1305,MK869113,H3N2,2,2274,2019-01-30,2018/19,"[63.51353073120117, 11.745620727539062]"
1306,MK869112,H3N2,3,2151,2019-01-30,2018/19,"[89.00447845458984, 33.99662399291992]"
1307,MK869111,H3N2,8,838,2019-01-30,2018/19,"[6.6298980712890625, 18.367868423461914]"
1308,MK869110,H3N2,5,1497,2019-01-30,2018/19,"[42.539573669433594, 37.27287673950195]"
1309,MK869109,H3N2,6,1410,2019-01-30,2018/19,"[10.149385452270508, 9.186254501342773]"
1310,MK869108,H3N2,7,982,2019-01-30,2018/19,"[-5.219983100891113, 19.590869903564453]"
1311,MK869107,H3N2,4,1701,2019-01-30,2018/19,"[38.106178283691406, 17.436073303222656]"
1312,MK763567,H3N2,1,2280,2019-01-29,2018/19,"[21.378070831298828, -12.180685997009277]"
1313,MK763566,H3N2,2,2274,2019-01-29,2018/19,"[63.74251937866211, 11.752398490905762]"
1314,MK763565,H3N2,3,2151,2019-01-29,2018/19,"[89.33342742919922, 34.06732940673828]"
1315,MK763564,H3N2,8,838,2019-01-29,2018/19,"[6.4992804527282715, 18.344358444213867]"
1316,MK763563,H3N2,5,1497,2019-01-29,2018/19,"[43.21598434448242, 37.80394744873047]"
1317,MK763562,H3N2,6,1410,2019-01-29,2018/19,"[10.277515411376953, 9.280803680419922]"
1318,MK763561,H3N2,7,982,2019-01-29,2018/19,"[-5.232891082763672, 19.605186462402344]"
1319,MK763560,H3N2,4,1701,2019-01-29,2018/19,"[37.91532516479492, 17.41794776916504]"
1320,MK743281,H3N2,1,2280,2019-01-15,2018/19,"[21.124765396118164, -12.07385540008545]"
1321,MK743280,H3N2,2,2274,2019-01-15,2018/19,"[63.530799865722656, 11.706559181213379]"
1322,MK743279,H3N2,3,2151,2019-01-15,2018/19,"[88.58743286132812, 33.929054260253906]"
1323,MK743278,H3N2,8,838,2019-01-15,2018/19,"[6.65250301361084, 18.535446166992188]"
1324,MK743277,H3N2,5,1497,2019-01-15,2018/19,"[42.82041931152344, 37.675758361816406]"
1325,MK743276,H3N2,6,1410,2019-01-15,2018/19,"[10.377037048339844, 9.40308952331543]"
1326,MK743275,H3N2,7,982,2019-01-15,2018/19,"[-5.236226558685303, 19.541662216186523]"
1327,MK743274,H3N2,4,1701,2019-01-15,2018/19,"[37.393524169921875, 17.129796981811523]"
1328,MK743273,H1N1,1,2280,2019-01-12,2018/19,"[31.535037994384766, -12.715435981750488]"
1329,MK743272,H1N1,2,2274,2019-01-12,2018/19,"[83.7033462524414, 19.459550857543945]"
1330,MK743271,H1N1,3,2151,2019-01-12,2018/19,"[90.48717498779297, 27.671545028686523]"
1331,MK743270,H1N1,8,838,2019-01-12,2018/19,"[3.8086998462677, 19.539554595947266]"
1332,MK743269,H1N1,5,1497,2019-01-12,2018/19,"[32.989524841308594, 34.34470748901367]"
1333,MK743268,H1N1,6,1410,2019-01-12,2018/19,"[15.837389945983887, 19.9296875]"
1334,MK743267,H1N1,7,982,2019-01-12,2018/19,"[-1.1242655515670776, 26.319486618041992]"
1335,MK743266,H1N1,4,1701,2019-01-12,2018/19,"[61.67367172241211, 37.912105560302734]"
1336,MK743265,H1N1,1,2280,2019-01-11,2018/19,"[31.573286056518555, -12.706315994262695]"
1337,MK743264,H1N1,2,2274,2019-01-11,2018/19,"[82.77098846435547, 19.06429672241211]"
1338,MK743263,H1N1,3,2151,2019-01-11,2018/19,"[91.10326385498047, 27.886791229248047]"
1339,MK743262,H1N1,8,838,2019-01-11,2018/19,"[3.8440685272216797, 19.649234771728516]"
1340,MK743261,H1N1,5,1497,2019-01-11,2018/19,"[32.93739700317383, 34.328311920166016]"
1341,MK743260,H1N1,6,1410,2019-01-11,2018/19,"[16.129663467407227, 20.139554977416992]"
1342,MK743259,H1N1,7,982,2019-01-11,2018/19,"[-1.074353575706482, 26.430377960205078]"
1343,MK743258,H1N1,4,1701,2019-01-11,2018/19,"[62.212432861328125, 38.364601135253906]"
1344,MK743257,H3N2,1,2280,2019-01-11,2018/19,"[31.575910568237305, -12.778857231140137]"
1345,MK743256,H3N2,2,2274,2019-01-11,2018/19,"[63.530799865722656, 11.706559181213379]"
1346,MK743255,H3N2,3,2151,2019-01-11,2018/19,"[88.58743286132812, 33.929054260253906]"
1347,MK743254,H3N2,8,838,2019-01-11,2018/19,"[6.65250301361084, 18.535446166992188]"
1348,MK743253,H3N2,5,1497,2019-01-11,2018/19,"[42.82041931152344, 37.675758361816406]"
1349,MK743252,H3N2,6,1410,2019-01-11,2018/19,"[10.377037048339844, 9.40308952331543]"
1350,MK743251,H3N2,7,982,2019-01-11,2018/19,"[-5.236226558685303, 19.541662216186523]"
1351,MK743250,H3N2,4,1701,2019-01-11,2018/19,"[37.393524169921875, 17.129796981811523]"
1352,MK743249,H3N2,1,2280,2019-01-10,2018/19,"[21.32408332824707, -12.168340682983398]"
1353,MK743248,H3N2,2,2274,2019-01-10,2018/19,"[63.530799865722656, 11.706559181213379]"
1354,MK743247,H3N2,3,2151,2019-01-10,2018/19,"[88.58743286132812, 33.929054260253906]"
1355,MK743246,H3N2,8,838,2019-01-10,2018/19,"[6.65250301361084, 18.535446166992188]"
1356,MK743245,H3N2,5,1497,2019-01-10,2018/19,"[42.82041931152344, 37.675758361816406]"
1357,MK743244,H3N2,6,1410,2019-01-10,2018/19,"[10.377037048339844, 9.40308952331543]"
1358,MK743243,H3N2,7,982,2019-01-10,2018/19,"[-5.236226558685303, 19.541662216186523]"
1359,MK743242,H3N2,4,1701,2019-01-10,2018/19,"[37.393524169921875, 17.129796981811523]"
1360,MK576801,H3N2,1,2280,2019-01-03,2018/19,"[20.997230529785156, -12.037152290344238]"
1361,MK576800,H3N2,2,2274,2019-01-03,2018/19,"[63.01734161376953, 11.567703247070312]"
1362,MK576799,H3N2,3,2151,2019-01-03,2018/19,"[89.1727294921875, 34.13229751586914]"
1363,MK576798,H3N2,8,838,2019-01-03,2018/19,"[6.5302042961120605, 18.379714965820312]"
1364,MK576797,H3N2,5,1497,2019-01-03,2018/19,"[42.588157653808594, 37.50529861450195]"
1365,MK576796,H3N2,6,1410,2019-01-03,2018/19,"[10.273147583007812, 9.241394996643066]"
1366,MK576795,H3N2,7,982,2019-01-03,2018/19,"[-5.196122169494629, 19.55137062072754]"
1367,MK576794,H3N2,4,1701,2019-01-03,2018/19,"[38.06185531616211, 17.349756240844727]"
1368,MK576793,H1N1,1,2280,2018-12-19,2018/19,"[31.50975227355957, -12.77352523803711]"
1369,MK576792,H1N1,2,2274,2018-12-19,2018/19,"[83.34222412109375, 19.303186416625977]"
1370,MK576791,H1N1,3,2151,2018-12-19,2018/19,"[91.36941528320312, 27.99521827697754]"
1371,MK576790,H1N1,8,838,2018-12-19,2018/19,"[3.8733081817626953, 19.7052059173584]"
1372,MK576789,H1N1,5,1497,2018-12-19,2018/19,"[33.006980895996094, 34.41399383544922]"
1373,MK576788,H1N1,6,1410,2018-12-19,2018/19,"[15.678977966308594, 19.80069351196289]"
1374,MK576787,H1N1,7,982,2018-12-19,2018/19,"[-1.091902256011963, 26.35903549194336]"
1375,MK576786,H1N1,4,1701,2018-12-19,2018/19,"[62.67869186401367, 38.51403045654297]"
1376,MK502415,H3N2,1,2280,2018-02-27,2017/18,"[21.13158416748047, -12.078289031982422]"
1377,MK502414,H3N2,2,2274,2018-02-27,2017/18,"[64.31559753417969, 11.972709655761719]"
1378,MK502413,H3N2,3,2151,2018-02-27,2017/18,"[88.83677673339844, 34.026947021484375]"
1379,MK502412,H3N2,8,838,2018-02-27,2017/18,"[6.5306549072265625, 18.491729736328125]"
1380,MK502411,H3N2,5,1497,2018-02-27,2017/18,"[42.218326568603516, 37.1055908203125]"
1381,MK502410,H3N2,6,1410,2018-02-27,2017/18,"[10.381397247314453, 9.38608169555664]"
1382,MK502409,H3N2,7,982,2018-02-27,2017/18,"[-5.145495891571045, 19.72272300720215]"
1383,MK502408,H3N2,4,1701,2018-02-27,2017/18,"[38.944950103759766, 18.09820556640625]"
1384,MK502407,H3N2,1,2280,2018-02-21,2017/18,"[31.70281219482422, -12.771577835083008]"
1385,MK502406,H3N2,2,2274,2018-02-21,2017/18,"[64.4061050415039, 11.967085838317871]"
1386,MK502405,H3N2,3,2151,2018-02-21,2017/18,"[88.48897552490234, 33.939849853515625]"
1387,MK502404,H3N2,8,838,2018-02-21,2017/18,"[6.5306549072265625, 18.491729736328125]"
1388,MK502403,H3N2,5,1497,2018-02-21,2017/18,"[42.35258865356445, 37.22587585449219]"
1389,MK502402,H3N2,6,1410,2018-02-21,2017/18,"[10.339344024658203, 9.342008590698242]"
1390,MK502401,H3N2,7,982,2018-02-21,2017/18,"[-5.145495891571045, 19.72272300720215]"
1391,MK502400,H3N2,4,1701,2018-02-21,2017/18,"[38.79526138305664, 17.993698120117188]"
1392,MK502399,H1N1,1,2280,2018-03-16,2017/18,"[21.040620803833008, -12.057366371154785]"
1393,MK502398,H1N1,2,2274,2018-03-16,2017/18,"[82.88115692138672, 19.169771194458008]"
1394,MK502397,H1N1,3,2151,2018-03-16,2017/18,"[90.44793701171875, 27.534042358398438]"
1395,MK502396,H1N1,8,838,2018-03-16,2017/18,"[3.834951639175415, 19.657264709472656]"
1396,MK502395,H1N1,5,1497,2018-03-16,2017/18,"[32.869041442871094, 34.271026611328125]"
1397,MK502394,H1N1,6,1410,2018-03-16,2017/18,"[15.874110221862793, 19.957275390625]"
1398,MK502393,H1N1,7,982,2018-03-16,2017/18,"[-1.094165563583374, 26.37734031677246]"
1399,MK502392,H1N1,4,1701,2018-03-16,2017/18,"[62.54401397705078, 38.378326416015625]"
1400,MK502391,H1N1,1,2280,2018-03-12,2017/18,"[31.581785202026367, -12.782086372375488]"
1401,MK502390,H1N1,2,2274,2018-03-12,2017/18,"[83.47525787353516, 19.42664337158203]"
1402,MK502389,H1N1,3,2151,2018-03-12,2017/18,"[90.68590545654297, 27.739456176757812]"
1403,MK502388,H1N1,8,838,2018-03-12,2017/18,"[3.9122331142425537, 19.630502700805664]"
1404,MK502387,H1N1,5,1497,2018-03-12,2017/18,"[32.91835403442383, 34.33971405029297]"
